date,purpleair_pm2.5,PA_pm2_5a,PA_pm2_5b,avg_temp,max_temp,min_temp,RH,dewpoint,RefEmb_pm2.5,,,,,,
8/24/2020,34.47177985,32.5386351,32.87057103,28.7991334,34.44444444,24.44444444,60.52924791,20.03404519,22.5,,,,,,32.07177985
8/25/2020,25.91204641,23.9198331,23.97303199,28.94374903,33.88888889,24.44444444,60.73852573,20.31834338,19.45833333,,,,,,23.51204641
8/26/2020,31.75178125,30.00325452,30.08148818,29.29995364,35.55555556,24.44444444,59.73018081,20.2681193,21.75,,,,,,29.35178125
8/27/2020,28.94096718,26.99424791,27.15506964,29.09702878,33.88888889,25,62.53481894,20.9455277,19.91666667,,,,,,26.54096718
8/28/2020,34.12123606,31.93100279,32.60785515,28.59057803,33.33333333,25,63.0376569,20.54651037,22.375,,,,,,31.72123606
8/29/2020,32.00469833,29.6447427,30.37901252,28.33797586,31.11111111,25,63.57520891,20.4659249,21.04166667,,,,,,29.60469833
8/30/2020,31.19142433,28.60611421,29.53200557,29.11049124,34.44444444,25,61.96348189,20.74857629,21.625,,,,,,28.79142433
8/31/2020,33.95404224,31.47036161,32.44183588,29.04828227,35,25,61.72223922,20.63437645,22.08333333,,,,,,31.55404224
9/1/2020,25.46506506,22.8964624,23.52681058,28.9461467,34.44444444,25.55555556,62.24233983,20.72887651,20,,,,,,23.06506506
9/2/2020,24.943084,22.42656467,22.97696801,28.78225931,33.33333333,25,62.39916551,20.60191624,18.58333333,,,,,,22.543084
9/3/2020,23.02941581,20.4050904,21.02691238,29.42510059,35,25,62.2270195,21.99969093,17.95833333,,,,,,20.62941581
9/4/2020,24.21856139,21.54739274,22.08534653,28.39587932,33.33333333,26.11111111,65.12828383,20.9246608,13.83333333,,,,,,21.81856139
9/25/2020,15.12741077,13.75777778,12.7522739,31.12115992,36.11111111,25.55555556,59.58914729,21.86620729,19.08333333,,,,,,12.72741077
9/26/2020,16.58597812,15.32524407,14.28283124,29.94188749,36.11111111,25,62.18967922,21.56903766,14.25,,,,,,14.18597812
9/27/2020,18.03836582,16.56239221,15.76936022,29.7141091,36.11111111,24.44444444,60.90820584,21.0338433,14.5,,,,,,15.63836582
9/28/2020,17.89209032,16.38155989,15.58420613,30.17564222,37.22222222,25,60.8913649,21.43299288,14.5,,,,,,15.49209032
9/29/2020,14.86861002,13.1283032,12.50727399,30.23103075,36.66666667,25,62.97913769,22.06382321,12.29166667,,,,,,12.46861002
9/30/2020,13.72890021,11.86486787,11.3032267,29.25127492,34.44444444,25.55555556,65.48400556,21.8667903,13.58333333,,,,,,11.32890021
10/1/2020,12.56814553,10.58107242,10.1155571,29.81120396,35.55555556,24.44444444,64.29526462,22.01176106,12.625,,,,,,10.16814553
10/2/2020,12.63999784,10.53852573,10.19694019,31.25869263,38.33333333,26.11111111,58.19471488,21.63344151,13.29166667,,,,,,10.23999784
