date,purpleair_pm2.5,PA_pm2_5a,PA_pm2_5b,avg_temp,max_temp,min_temp,RH,dewpoint,RefEmb_pm2.5
9/3/2020,20.62941581,20.4050904,21.02691238,29.42510059,35,25,62.2270195,21.99969093,17.95833333
9/4/2020,21.81856139,21.54739274,22.08534653,28.39587932,33.33333333,26.11111111,65.12828383,20.9246608,13.83333333
9/25/2020,12.72741077,13.75777778,12.7522739,31.12115992,36.11111111,25.55555556,59.58914729,21.86620729,19.08333333
9/26/2020,14.18597812,15.32524407,14.28283124,29.94188749,36.11111111,25,62.18967922,21.56903766,14.25
9/27/2020,15.63836582,16.56239221,15.76936022,29.7141091,36.11111111,24.44444444,60.90820584,21.0338433,14.5
9/28/2020,15.49209032,16.38155989,15.58420613,30.17564222,37.22222222,25,60.8913649,21.43299288,14.5
9/29/2020,12.46861002,13.1283032,12.50727399,30.23103075,36.66666667,25,62.97913769,22.06382321,12.29166667
9/30/2020,11.32890021,11.86486787,11.3032267,29.25127492,34.44444444,25.55555556,65.48400556,21.8667903,13.58333333
10/1/2020,10.16814553,10.58107242,10.1155571,29.81120396,35.55555556,24.44444444,64.29526462,22.01176106,12.625
10/2/2020,10.23999784,10.53852573,10.19694019,31.25869263,38.33333333,26.11111111,58.19471488,21.63344151,13.29166667
10/3/2020,13.65865314,14.08937326,13.77557103,32.49845249,40,26.11111111,54.15320334,21.32930981,14.08333333
10/4/2020,9.63071838,9.794450626,9.607329624,32.33657858,39.44444444,26.11111111,55.29346314,21.67748416,10.79166667
10/5/2020,18.81073697,19.55413649,19.10566852,31.83998762,40,26.66666667,56.8356546,21.77421851,16.54166667
10/6/2020,14.83342877,15.43598053,14.95819193,31.08406738,40.55555556,26.66666667,59.80528512,21.91083295,15.20833333
10/7/2020,17.51784624,18.23855355,17.71493741,28.90356977,33.88888889,23.33333333,63.0945758,20.97357441,18.33333333
10/8/2020,16.5387647,17.33235376,16.74750696,30.69947385,37.77777778,25,60.1281337,21.72469824,17.04166667
10/9/2020,13.42987625,13.89926184,13.51318942,30.28164655,36.66666667,25,61.27019499,21.68678428,14.20833333
10/10/2020,10.23002776,10.45213092,10.22435933,28.0632931,31.11111111,24.44444444,69.68523677,21.80362117,12.29166667
10/11/2020,8.279715363,8.428734353,8.210236439,29.79601298,36.66666667,23.88888889,64.12100139,21.92551383,10.75
10/12/2020,15.17726004,15.74482566,15.32624826,31.04989927,38.33333333,26.66666667,59.43375174,21.76894468,14.91666667
10/13/2020,11.23576573,11.44792479,11.24278552,30.62364593,37.77777778,25,59.26462396,21.39198391,13.625
10/14/2020,14.65827031,15.0183032,14.76036161,30.6598671,36.66666667,26.66666667,60.86230876,21.92474115,14.91666667
10/15/2020,15.78661812,16.24722841,15.95391365,30.3721758,36.11111111,25,61.57799443,21.87480656,16.41666667
10/16/2020,17.43965977,17.99598053,17.70229485,30.5717818,36.11111111,26.11111111,60.98191933,21.83820121,15.625
10/17/2020,15.29618901,15.61045961,15.44112813,31.1180749,37.77777778,26.11111111,59.6183844,21.94134943,16
10/18/2020,17.1620358,17.47564673,17.35598053,31.53453871,38.33333333,26.11111111,59.17524339,22.15886262,14.33333333
10/19/2020,15.74913099,16.18140669,15.96892758,31.66666667,38.33333333,26.11111111,58.23119777,22.05741257,14.83333333
10/20/2020,12.69794636,12.89011142,12.76167131,31.10337357,38.33333333,26.11111111,61.34261838,22.44274219,14.04166667
10/21/2020,16.36837144,16.6082312,16.59463788,31.80516868,39.44444444,23.88888889,57.09888579,21.65660786,16.91666667
10/22/2020,15.84803992,15.91735376,16.01905292,32.14794181,38.88888889,26.66666667,58.54038997,22.55648406,14.7826087
10/23/2020,15.76199039,15.84271588,15.92896936,32.1092541,39.44444444,26.11111111,57.82033426,22.27715877,15.20833333
10/24/2020,19.87762031,20.13571627,20.23539638,31.93942204,38.33333333,26.11111111,58.41168289,22.34044197,18.25
10/25/2020,28.46130645,28.80832869,29.17339833,29.22856701,31.11111111,25,65.7270195,22.00324977,22.41666667
10/26/2020,30.45515365,30.99318942,31.19987465,32.05973383,39.44444444,25.55555556,57.54735376,22.14948932,26.54166667
10/27/2020,23.0578016,23.54877437,23.5664624,32.17038069,40.55555556,26.66666667,58.2005571,22.42804085,19.875
10/28/2020,23.75550296,24.16100418,24.29659693,31.17387262,40,25,61.14086471,22.22609639,23.5
10/29/2020,22.60479799,22.74589136,23.11713092,32.12318168,38.88888889,26.11111111,57.44986072,22.15413185,23.04166667
10/30/2020,27.94913519,27.92300836,28.66171309,32.33673785,38.88888889,27.22222222,58.06128134,22.6640359,23.875
10/31/2020,18.95832724,18.91279944,19.3312117,32.91937481,39.44444444,27.22222222,56.90529248,22.77004024,18.70833333
11/1/2020,24.64738384,24.6345961,25.17867688,32.70117611,39.44444444,26.66666667,57.09610028,22.61528938,18.91666667
11/2/2020,19.70556787,19.51735744,20.05792768,31.86138155,38.88888889,23.33333333,57.76912378,22.0112811,22.625
11/3/2020,27.26757858,27.43532033,27.93293872,33.0176416,40.55555556,27.22222222,55.9178273,22.49303621,27
11/4/2020,26.55959716,26.6089415,27.22589136,33.20953265,40,27.77777778,56.09331476,22.87913959,27.375
11/5/2020,27.93616871,28.07817549,28.65192201,33.18245125,40,28.88888889,56.87743733,23.10662334,27.54166667
11/6/2020,23.69663485,23.77674095,24.19870474,33.02924791,40,26.66666667,57.44289694,23.11822965,23
11/7/2020,22.93290749,22.78155989,23.41142061,33.06793562,39.44444444,28.88888889,57.29526462,23.07876818,22.66666667
11/8/2020,17.42637934,17.21877437,17.65952646,32.19746209,40,24.44444444,58.51949861,22.56731662,20.91666667
